Row,Column,ESP,ID,FrameCnt,Latitude,Longitude,RSSI,SNR,Time
19,295,-130.13520922108037,163991,31,40.03002833,116.3309967,-115,-15.0,2019-03-10T03:54:11.741087187Z
19,296,-130.13520922108037,163992,32,40.03003667,116.33101,-115,-15.0,2019-03-10T03:54:21.734219139Z
19,296,-130.13520922108037,163994,34,40.03004167,116.3310217,-115,-15.0,2019-03-10T03:54:32.502560517Z
19,295,-130.94147873593693,163996,36,40.03005167,116.3310017,-116,-14.8,2019-03-10T03:54:43.056436395Z
19,295,-132.05433314220042,163997,37,40.03005167,116.3309933,-113,-19.0,2019-03-10T03:54:52.027970195Z
28,295,-130.3292134201546,163998,41,40.02923667,116.3309533,-115,-15.2,2019-03-10T03:55:24.812570687Z
76,293,-126.40304509533891,164002,48,40.02492167,116.33076,-113,-13.2,2019-03-10T03:56:19.342779399Z
87,293,-126.79706163635328,164005,50,40.023895,116.3307717,-115,-11.5,2019-03-10T03:56:32.876953138Z
100,294,-122.41392685158225,164006,51,40.02277833,116.3308583,-112,-10.0,2019-03-10T03:56:41.199419395Z
112,294,-119.19331048066094,164008,53,40.02164000000001,116.3309067,-113,-5.0,2019-03-10T03:56:55.437729064Z
140,295,-122.23249407632484,164009,55,40.01909667,116.3310183,-112,-9.8,2019-03-10T03:57:13.747292231Z
153,295,-126.16954289279532,164010,56,40.01791833,116.3310683,-112,-14.0,2019-03-10T03:57:23.267719874Z
166,295,-126.51754855702923,164011,57,40.01679,116.33110829999998,-115,-11.2,2019-03-10T03:57:32.786383504Z
175,295,-126.40304509533891,164014,58,40.01601,116.331095,-113,-13.2,2019-03-10T03:57:41.616499315Z
192,295,-123.2108185264953,164015,60,40.01443333,116.3311033,-115,-7.5,2019-03-10T03:57:59.522376701Z
199,295,-133.5609164976904,164022,65,40.01380833,116.3311317,-115,-18.5,2019-03-10T03:58:34.566891834Z
199,295,-123.51754855702923,164026,68,40.01381333,116.3311333,-112,-11.2,2019-03-10T03:58:58.889989779Z
201,312,-130.9127546295178,164031,72,40.01360833,116.3331317,-115,-15.8,2019-03-10T03:59:30.611792223Z
202,362,-127.65142276599207,164038,80,40.01357833,116.338925,-113,-14.5,2019-03-10T04:00:30.580683161Z
206,361,-119.62401015882706,164041,82,40.013245,116.3388067,-112,-6.8,2019-03-10T04:00:41.631400262Z
212,358,-120.79009749652565,164043,83,40.01266167,116.338555,-113,-7.0,2019-03-10T04:00:51.711525423Z
221,355,-128.68978441047736,164046,84,40.01191333,116.338165,-115,-13.5,2019-03-10T04:01:01.231756463Z
230,351,-117.1244260279434,164047,86,40.01109667,116.33773329999998,-113,-2.0,2019-03-10T04:01:12.027117054Z
239,347,-120.2108185264953,164052,88,40.01025667,116.33728329999998,-112,-7.5,2019-03-10T04:01:27.236065472Z
244,345,-128.40304509533888,164054,89,40.00977833,116.3370467,-115,-13.2,2019-03-10T04:01:36.20522241Z
244,345,-127.9127546295178,164056,90,40.00976,116.3370383,-112,-15.8,2019-03-10T04:01:46.621309242Z
244,345,-129.3620527769611,164058,91,40.00976,116.33703,-115,-14.2,2019-03-10T04:01:55.513888027Z
244,345,-122.79009749652565,164060,92,40.00976167,116.3370283,-115,-7.0,2019-03-10T04:02:06.134719269Z
245,345,-117.31329815912464,164062,93,40.00969167,116.3369983,-112,-3.8,2019-03-10T04:02:11.831819663Z
251,343,-115.63215008122023,164065,95,40.009135,116.3367333,-111,-2.8,2019-03-10T04:02:27.96040992Z
260,340,-117.81879480002064,164067,96,40.008375,116.3363917,-112,-4.5,2019-03-10T04:02:37.645699291Z
268,336,-116.89859540490393,164069,97,40.007645,116.3360183,-112,-3.2,2019-03-10T04:02:47.801468602Z
273,334,-119.57833241382157,164071,98,40.007145,116.3357517,-113,-5.5,2019-03-10T04:02:52.809419618Z
274,334,-119.37736039420678,164073,99,40.00707167,116.335705,-112,-6.5,2019-03-10T04:03:02.872720745Z
274,334,-117.34609373817284,164075,100,40.007065,116.33571670000002,-111,-5.2,2019-03-10T04:03:11.522328044Z
274,334,-118.31329815912464,164077,101,40.007065,116.33573,-113,-3.8,2019-03-10T04:03:21.171737343Z
276,333,-115.24814186348229,164081,103,40.00694,116.3356683,-111,-2.2,2019-03-10T04:03:32.183112366Z
282,331,-112.42869465226148,164083,104,40.00634667,116.3353567,-109,-0.8,2019-03-10T04:03:41.148049296Z
291,327,-111.91145114746678,164085,105,40.005595,116.33495829999998,-109,0.2,2019-03-10T04:03:51.855755711Z
298,324,-118.97322793708695,164090,107,40.00489167,116.334585,-112,-6.0,2019-03-10T04:04:08.028714057Z
305,321,-110.26749156458187,164091,108,40.00429333,116.3342917,-107,-0.5,2019-03-10T04:04:13.693796387Z
306,321,-112.62869465226149,164093,109,40.00420333,116.3342533,-110,0.8,2019-03-10T04:04:19.294577589Z
308,320,-116.5993868649763,164098,111,40.00403,116.3341767,-111,-4.2,2019-03-10T04:04:30.1748756Z
313,319,-116.53901891043868,164102,113,40.00351833,116.33397,-113,-1.0,2019-03-10T04:04:44.446091431Z
318,317,-113.76434862436486,164104,114,40.0031,116.3338167,-109,-3.0,2019-03-10T04:04:53.802614579Z
323,316,-115.76749156458187,164105,115,40.00268833,116.3336733,-113,0.5,2019-03-10T04:05:03.836714306Z
329,313,-112.45161530835512,164107,116,40.00216167,116.3333883,-110,1.2,2019-03-10T04:05:11.887805897Z
336,311,-96.79009749652565,164111,118,40.00149,116.3331,-96,7.0,2019-03-10T04:05:27.062954496Z
343,308,-98.87736039420678,164113,119,40.00084,116.3328167,-98,6.5,2019-03-10T04:05:33.009697922Z
350,306,-99.19331048066094,164115,120,40.00019833,116.3325033,-98,5.0,2019-03-10T05:17:13.912992435Z
360,301,-99.63892034143379,164119,122,39.99932333,116.3320067,-99,8.0,2019-03-10T04:05:59.590456047Z
360,299,-90.5738221927363,164123,124,39.99928167,116.3317733,-90,8.5,2019-03-10T04:06:11.280191599Z
361,296,-85.71081852649533,164125,125,39.99926,116.3313933,-85,7.5,2019-03-10T04:06:20.202579987Z
360,293,-88.43249407632486,164127,126,39.999335,116.3310717,-88,9.8,2019-03-10T04:06:29.146220268Z
353,293,-85.61209675612977,164129,128,39.99994333,116.3310083,-85,8.2,2019-03-10T04:06:43.344637276Z
344,293,-97.7108185264953,164133,130,40.00078,116.3309683,-97,7.5,2019-03-10T04:06:53.670921645Z
335,292,-103.82401015882704,164135,131,40.0016,116.3309217,-103,6.8,2019-03-10T04:06:59.126556139Z
330,292,-107.51329815912464,164139,133,40.00204333,116.3308983,-106,3.8,2019-03-10T04:07:13.787229085Z
329,292,-106.97322793708695,164141,134,40.00208,116.3308933,-106,6.0,2019-03-10T04:07:19.340510064Z
327,292,-106.04814186348229,164145,137,40.00224167,116.3308867,-104,2.2,2019-03-10T04:07:35.431106879Z
320,292,-110.14609373817282,164147,138,40.00289833,116.3308583,-109,5.2,2019-03-10T04:07:45.767429906Z
310,292,-106.53901891043868,164149,139,40.00379333,116.3308167,-104,1.0,2019-03-10T04:07:55.259848338Z
300,291,-114.32474080687588,164150,140,40.00473,116.3307817,-112,1.5,2019-03-10T04:08:05.104771942Z
290,291,-113.91145114746678,164153,141,40.00562333,116.330735,-111,0.2,2019-03-10T04:08:10.357951221Z
280,289,-117.81879480002064,164157,143,40.00655167,116.3305267,-112,-4.5,2019-03-10T04:08:21.377937401Z
270,285,-119.97322793708695,164160,145,40.00742667,116.330025,-113,-6.0,2019-03-10T04:08:35.79223213Z
264,282,-109.76434862436486,164161,146,40.00795,116.3295933,-108,3.0,2019-03-10T04:08:45.28341355Z
264,281,-121.81209675612978,164164,147,40.00798833,116.329545,-113,-8.2,2019-03-10T04:08:54.853685683Z
263,280,-119.79009749652565,164166,148,40.00802167,116.3293817,-112,-7.0,2019-03-10T04:09:05.311049799Z
263,278,-116.65161530835512,164168,149,40.00801667,116.329145,-113,-1.2,2019-03-10T04:09:15.543986895Z
263,274,-116.0102999566398,164170,150,40.008005,116.328725,-113,0.0,2019-03-10T04:09:24.873741863Z
263,272,-117.31329815912464,164172,151,40.00800833,116.3284133,-112,-3.8,2019-03-10T04:09:34.235408118Z
263,267,-119.13380807687734,164174,152,40.00799333,116.32786670000002,-112,-6.2,2019-03-10T04:09:39.506500558Z
269,265,-121.34609373817284,164178,155,40.007455,116.3277,-115,-5.2,2019-03-10T04:10:01.456499108Z
282,267,-101.01412565612068,164182,158,40.00636333,116.3279583,-100,5.8,2019-03-10T04:10:25.655320897Z
288,268,-115.63215008122023,164185,159,40.00581500000001,116.32804,-111,-2.8,2019-03-10T04:10:34.222155999Z
291,267,-114.53901891043868,164187,160,40.00552,116.327895,-111,-1.0,2019-03-10T04:10:44.370384333Z
291,262,-116.43775920356249,164189,161,40.00548333,116.3272683,-112,-2.5,2019-03-10T04:10:53.377056393Z
